CandidateID,Concept,Section,Classification,ContextSnippet
CAND_0003608,Weaviate,Skills,Mention only,next.js java flask aws scrum weaviate computer vision object detection fastapi airflow go webpack rust milvus spring boot
CAND_0003609,BM25,Skills,Future interest,fine-tuning llms object detection kubeflow tts terraform speech recognition data science python bm25 bentoml illustrator html fastapi machine learning
CAND_0003612,Pinecone,Skills,Mention only,redis tally llms prompt engineering hugging face transformers fine-tuning llms recommendation systems semantic search embeddings pinecone
CAND_0003612,Embeddings,Skills,Mention only,css redis tally llms prompt engineering hugging face transformers fine-tuning llms recommendation systems semantic search embeddings pinecone
CAND_0003615,Weaviate,Skills,Mention only,java weaviate data pipelines excel accounting spring boot six sigma diffusion models image classification asr bigquery
CAND_0003617,Pinecone,Skills,Future interest,reinforcement learning agile kubeflow content writing object detection mongodb weaviate java pinecone pytorch grpc python powerpoint feature engineering azure
CAND_0003617,Weaviate,Skills,Future interest,reinforcement learning agile kubeflow content writing object detection mongodb weaviate java pinecone pytorch grpc python powerpoint feature engineering azure
CAND_0003620,FAISS,Skills,Mention only,excel content writing kafka flask azure dbt css docker faiss vector search prompt engineering rag llms embeddings recommendation systems
CAND_0003620,Embeddings,Skills,Mention only,content writing kafka flask azure dbt css docker faiss vector search prompt engineering rag llms embeddings recommendation systems
CAND_0003620,RAG,Skills,Mention only,excel content writing kafka flask azure dbt css docker faiss vector search prompt engineering rag llms embeddings recommendation systems
CAND_0003625,FAISS,Skills,Mention only,sentence transformers rag pinecone recommendation systems llms hugging face transformers prompt engineering langchain semantic search faiss
CAND_0003625,Pinecone,Skills,Mention only,redis kafka forecasting rust powerpoint hadoop go microservices fine-tuning llms information retrieval sentence transformers rag pinecone recommendation systems llms hugging face transformers prompt engineering langchain semantic search faiss
CAND_0003625,RAG,Skills,Mention only,terraform redis kafka forecasting rust powerpoint hadoop go microservices fine-tuning llms information retrieval sentence transformers rag pinecone recommendation systems llms hugging face transformers prompt engineering langchain semantic search faiss
CAND_0003633,Elasticsearch,Skills,Mention only,photoshop fastapi microservices redis elasticsearch scrum faiss
CAND_0003633,FAISS,Skills,Mention only,photoshop fastapi microservices redis elasticsearch scrum faiss
CAND_0003634,Embeddings,Skills,Mention only,six sigma gans langchain node.js accounting etl tts javascript image classification embeddings
CAND_0003635,FAISS,Skills,Mention only,vue.js tally gcp go fastapi salesforce crm dbt data pipelines kubernetes databricks sentence transformers faiss information retrieval langchain embeddings vector search prompt engineering fine-tuning llms recommendation systems pinecone
CAND_0003635,Pinecone,Skills,Mention only,sentence transformers faiss information retrieval langchain embeddings vector search prompt engineering fine-tuning llms recommendation systems pinecone
CAND_0003635,Embeddings,Skills,Mention only,go fastapi salesforce crm dbt data pipelines kubernetes databricks sentence transformers faiss information retrieval langchain embeddings vector search prompt engineering fine-tuning llms recommendation systems pinecone
CAND_0003641,Weaviate,Skills,Future interest,semantic search rest apis grpc microservices diffusion models kubeflow weights & biases illustrator reinforcement learning weaviate bentoml rag recommendation systems
CAND_0003641,RAG,Skills,Future interest,rest apis grpc microservices diffusion models kubeflow weights & biases illustrator reinforcement learning weaviate bentoml rag recommendation systems
CAND_0003644,Pinecone,Skills,Mention only,apache beam sap sql next.js rust flask dbt rag vector search semantic search prompt engineering pinecone recommendation systems langchain
CAND_0003644,RAG,Skills,Mention only,data pipelines css six sigma apache beam sap sql next.js rust flask dbt rag vector search semantic search prompt engineering pinecone recommendation systems langchain
CAND_0003657,Elasticsearch,Skills,Mention only,elasticsearch asr hugging face transformers java apache beam bentoml excel grpc data pipelines kubernetes vue.js
CAND_0003660,FAISS,Skills,Mention only,agile speech recognition apache beam tailwind aws hugging face transformers llms semantic search vector search faiss fine-tuning llms embeddings information retrieval
CAND_0003660,Embeddings,Skills,Mention only,apache beam tailwind aws hugging face transformers llms semantic search vector search faiss fine-tuning llms embeddings information retrieval
CAND_0003669,OpenSearch,Skills,Mention only,azure html opencv lora marketing gans databricks spark react sales typescript kubernetes opensearch hadoop css diffusion models graphql
CAND_0003670,Pinecone,Skills,Mention only,gans apache beam gcp dbt llms hugging face transformers information retrieval vector search prompt engineering pinecone langchain sentence transformers semantic search
CAND_0003676,FAISS,Skills,Mention only,sentence transformers recommendation systems embeddings semantic search pinecone information retrieval prompt engineering hugging face transformers faiss
CAND_0003676,Pinecone,Skills,Mention only,sql flask excel kubernetes tally illustrator langchain rag sentence transformers recommendation systems embeddings semantic search pinecone information retrieval prompt engineering hugging face transformers faiss
CAND_0003676,Embeddings,Skills,Mention only,django sap tailwind sql flask excel kubernetes tally illustrator langchain rag sentence transformers recommendation systems embeddings semantic search pinecone information retrieval prompt engineering hugging face transformers faiss
CAND_0003676,RAG,Skills,Mention only,typescript django sap tailwind sql flask excel kubernetes tally illustrator langchain rag sentence transformers recommendation systems embeddings semantic search pinecone information retrieval prompt engineering hugging face
CAND_0003680,BM25,Skills,Future interest,tailwind apache beam learning to rank javascript agile spring boot computer vision etl yolo mlflow bm25
CAND_0003687,Embeddings,Skills,Mention only,rest apis recommendation systems langchain hugging face transformers sentence transformers vector search llms fine-tuning llms embeddings prompt engineering semantic search rag information retrieval
CAND_0003687,RAG,Skills,Mention only,hugging face transformers sentence transformers vector search llms fine-tuning llms embeddings prompt engineering semantic search rag information retrieval
CAND_0003688,Embeddings,Skills,Mention only,django grpc airflow next.js databricks hadoop recommendation systems information retrieval vector search rag prompt engineering embeddings llms
CAND_0003688,RAG,Skills,Mention only,docker node.js sales django grpc airflow next.js databricks hadoop recommendation systems information retrieval vector search rag prompt engineering embeddings llms
CAND_0003696,FAISS,Skills,Future interest,qdrant feature engineering faiss seo redis ci/cd reinforcement learning forecasting vue.js salesforce crm image classification peft
CAND_0003696,Qdrant,Skills,Future interest,qdrant feature engineering faiss seo redis ci/cd reinforcement learning forecasting vue.js salesforce crm image classification
CAND_0003703,Elasticsearch,Skills,Future interest,typescript machine learning react kubernetes illustrator elasticsearch sap hadoop salesforce crm sql webpack databricks
CAND_0003707,Milvus,Skills,Mention only,html mlops langchain tally seo marketing vue.js milvus snowflake
CAND_0003720,Elasticsearch,Skills,Mention only,powerpoint mlops elasticsearch kubernetes sql terraform django sap spring boot redux apache flink weaviate mongodb weights &
CAND_0003720,Weaviate,Skills,Mention only,powerpoint mlops elasticsearch kubernetes sql terraform django sap spring boot redux apache flink weaviate mongodb weights & biases microservices
CAND_0003724,Embeddings,Skills,Future interest,time series dbt figma angular go six sigma embeddings opencv reinforcement learning photoshop ci/cd
CAND_0003726,FAISS,Skills,Mention only,redux azure image classification react snowflake faiss rest apis
CAND_0003732,FAISS,Skills,Mention only,bigquery vector search fine-tuning llms sentence transformers pinecone embeddings prompt engineering langchain hugging face transformers faiss
CAND_0003732,Pinecone,Skills,Mention only,figma typescript django docker terraform bigquery vector search fine-tuning llms sentence transformers pinecone embeddings prompt engineering langchain hugging face transformers faiss
CAND_0003732,Embeddings,Skills,Mention only,figma typescript django docker terraform bigquery vector search fine-tuning llms sentence transformers pinecone embeddings prompt engineering langchain hugging face transformers faiss
CAND_0003736,Milvus,Skills,Mention only,hadoop docker weights & biases dbt marketing gcp milvus airflow graphql figma sentence transformers
CAND_0003741,FAISS,Skills,Mention only,airflow apache beam grpc node.js project management scrum marketing content writing html vue.js recommendation systems faiss sentence transformers semantic search embeddings llms pinecone information retrieval
CAND_0003741,Pinecone,Skills,Mention only,scrum marketing content writing html vue.js recommendation systems faiss sentence transformers semantic search embeddings llms pinecone information retrieval
CAND_0003741,Embeddings,Skills,Mention only,project management scrum marketing content writing html vue.js recommendation systems faiss sentence transformers semantic search embeddings llms pinecone information retrieval
CAND_0003743,FAISS,Skills,Mention only,excel postgresql node.js etl agile spring boot data pipelines rest apis docker faiss vue.js
CAND_0003750,BM25,Skills,Mention only,graphql spring boot redux tally ci/cd photoshop scrum diffusion models bm25 excel html
CAND_0003752,Qdrant,Skills,Mention only,mlflow java qdrant kubernetes tally llms salesforce crm accounting
CAND_0003756,Elasticsearch,Skills,Future interest,tensorflow asr tts webpack sentence transformers terraform grpc feature engineering bentoml gans javascript elasticsearch cnn qlora reinforcement learning
CAND_0003765,Qdrant,Skills,Mention only,gans object detection snowflake redis information retrieval image classification accounting bentoml postgresql time series opencv qdrant tailwind kubernetes pytorch
CAND_0003766,FAISS,Skills,Mention only,prompt engineering bm25 object detection illustrator mlops faiss yolo kubeflow six sigma statistical modeling photoshop speech recognition feature engineering
CAND_0003766,BM25,Skills,Mention only,prompt engineering bm25 object detection illustrator mlops faiss yolo kubeflow six sigma statistical modeling photoshop speech recognition
CAND_0003770,FAISS,Skills,Mention only,rust agile apache beam rest apis postgresql databricks node.js ci/cd prompt engineering information retrieval embeddings faiss hugging face transformers rag vector search
CAND_0003770,Embeddings,Skills,Mention only,rust agile apache beam rest apis postgresql databricks node.js ci/cd prompt engineering information retrieval embeddings faiss hugging face transformers rag vector search
CAND_0003770,RAG,Skills,Mention only,rest apis postgresql databricks node.js ci/cd prompt engineering information retrieval embeddings faiss hugging face transformers rag vector search
CAND_0003773,Pinecone,Skills,Mention only,rag information retrieval langchain recommendation systems fine-tuning llms hugging face transformers prompt engineering sentence transformers pinecone semantic search
CAND_0003773,RAG,Skills,Mention only,airflow rust angular apache flink node.js microservices dbt react rag information retrieval langchain recommendation systems fine-tuning llms hugging face transformers prompt engineering sentence transformers
CAND_0003785,BM25,Skills,Mention only,apache beam accounting bm25 sales gans next.js weights & biases apache flink photoshop postgresql html grpc redis agile
CAND_0003791,Weaviate,Skills,Future interest,hugging face transformers yolo reinforcement learning css statistical modeling asr pytorch pgvector python image classification weaviate bm25
CAND_0003791,BM25,Skills,Future interest,face transformers yolo reinforcement learning css statistical modeling asr pytorch pgvector python image classification weaviate bm25
CAND_0003793,BM25,Skills,Future interest,react airflow html apache beam content writing bm25 terraform reinforcement learning flask gans object detection
CAND_0003802,OpenSearch,Skills,Future interest,forecasting mlops sql microservices tailwind opensearch webpack time series deep learning content writing rust vector search speech recognition haystack django
CAND_0003805,FAISS,Skills,Mention only,flask pinecone fine-tuning llms hugging face transformers embeddings prompt engineering vector search langchain sentence transformers faiss recommendation systems rag semantic search
CAND_0003805,Pinecone,Skills,Mention only,project management java go powerpoint content writing flask pinecone fine-tuning llms hugging face transformers embeddings prompt engineering vector search langchain sentence transformers faiss
CAND_0003805,Embeddings,Skills,Mention only,project management java go powerpoint content writing flask pinecone fine-tuning llms hugging face transformers embeddings prompt engineering vector search langchain sentence transformers faiss recommendation systems rag semantic search
CAND_0003805,RAG,Skills,Mention only,llms hugging face transformers embeddings prompt engineering vector search langchain sentence transformers faiss recommendation systems rag semantic search
CAND_0003813,OpenSearch,Skills,Future interest,bentoml docker yolo computer vision weaviate forecasting opensearch deep learning kubernetes opencv illustrator sap microservices tts
CAND_0003813,Weaviate,Skills,Future interest,bentoml docker yolo computer vision weaviate forecasting opensearch deep learning kubernetes opencv illustrator sap microservices tts
CAND_0003824,RAG,Skills,Mention only,figma semantic search prompt engineering fine-tuning llms information retrieval hugging face transformers llms vector search rag sentence transformers
CAND_0003829,Embeddings,Skills,Mention only,vector search image classification six sigma data pipelines object detection etl weights & biases embeddings statistical modeling
CAND_0003833,FAISS,Skills,Future interest,accounting learning to rank pinecone opencv mongodb image classification computer vision faiss diffusion models tailwind milvus
CAND_0003833,Pinecone,Skills,Future interest,accounting learning to rank pinecone opencv mongodb image classification computer vision faiss diffusion models tailwind milvus
CAND_0003833,Milvus,Skills,Future interest,accounting learning to rank pinecone opencv mongodb image classification computer vision faiss diffusion models tailwind milvus
CAND_0003836,Elasticsearch,Skills,Mention only,object detection apache beam flask apache flink elasticsearch feature engineering bentoml dbt information retrieval css
CAND_0003840,FAISS,Skills,Mention only,grpc dbt spring boot object detection tally flask faiss langchain sentence transformers llms information retrieval pinecone rag prompt engineering
CAND_0003840,Pinecone,Skills,Mention only,grpc dbt spring boot object detection tally flask faiss langchain sentence transformers llms information retrieval pinecone rag prompt engineering
CAND_0003840,RAG,Skills,Mention only,dbt spring boot object detection tally flask faiss langchain sentence transformers llms information retrieval pinecone rag prompt engineering
CAND_0003841,Pinecone,Skills,Future interest,airflow spring boot diffusion models statistical modeling pinecone object detection asr weights & biases fine-tuning llms reinforcement learning recommendation systems sentence transformers
CAND_0003861,Pinecone,Skills,Future interest,sales javascript spring boot figma accounting rust data pipelines gans bentoml asr gcp machine learning pinecone diffusion models information retrieval
CAND_0003869,Weaviate,Skills,Mention only,rust marketing redux microservices data science java photoshop salesforce crm next.js pgvector weaviate kubeflow grpc azure flask
CAND_0003871,Pinecone,Skills,Mention only,react salesforce crm next.js airflow graphql llms pinecone recommendation systems sentence transformers prompt engineering hugging face transformers langchain
CAND_0003881,FAISS,Skills,Mention only,ci/cd gcp java redux webpack tally pinecone fine-tuning llms rag vector search prompt engineering faiss information retrieval recommendation systems sentence transformers langchain hugging face transformers embeddings
CAND_0003881,Pinecone,Skills,Mention only,ci/cd gcp java redux webpack tally pinecone fine-tuning llms rag vector search prompt engineering faiss information retrieval recommendation systems sentence transformers
CAND_0003881,Embeddings,Skills,Mention only,vector search prompt engineering faiss information retrieval recommendation systems sentence transformers langchain hugging face transformers embeddings
CAND_0003881,RAG,Skills,Mention only,ci/cd gcp java redux webpack tally pinecone fine-tuning llms rag vector search prompt engineering faiss information retrieval recommendation systems sentence transformers langchain hugging face
CAND_0003891,FAISS,Skills,Mention only,sap graphql redux scrum photoshop excel go data pipelines faiss terraform spring boot bigquery
CAND_0003895,FAISS,Skills,Mention only,six sigma aws vue.js java microservices airflow content writing langchain vector search semantic search faiss hugging face transformers prompt engineering information retrieval rag embeddings fine-tuning llms recommendation systems pinecone
CAND_0003895,Pinecone,Skills,Mention only,search faiss hugging face transformers prompt engineering information retrieval rag embeddings fine-tuning llms recommendation systems pinecone
CAND_0003895,Embeddings,Skills,Mention only,writing langchain vector search semantic search faiss hugging face transformers prompt engineering information retrieval rag embeddings fine-tuning llms recommendation systems pinecone
CAND_0003895,RAG,Skills,Mention only,content writing langchain vector search semantic search faiss hugging face transformers prompt engineering information retrieval rag embeddings fine-tuning llms recommendation systems pinecone
CAND_0003897,Pinecone,Skills,Mention only,opencv pinecone yolo sales react milvus kubeflow apache flink redis
CAND_0003897,Milvus,Skills,Mention only,opencv pinecone yolo sales react milvus kubeflow apache flink redis
CAND_0003900,Qdrant,Skills,Mention only,qdrant feature engineering kafka computer vision semantic search recommendation systems time series project management scrum
CAND_0003900,BM25,Skills,Mention only,computer vision semantic search recommendation systems time series project management scrum excel diffusion models flask bm25 marketing data pipelines
CAND_0003903,FAISS,Skills,Mention only,redis data pipelines computer vision grpc vector search langchain fine-tuning llms information retrieval llms pinecone faiss sentence transformers rag recommendation systems prompt engineering hugging face transformers
CAND_0003903,Pinecone,Skills,Mention only,apis redis data pipelines computer vision grpc vector search langchain fine-tuning llms information retrieval llms pinecone faiss sentence transformers rag recommendation systems prompt engineering hugging face transformers
CAND_0003903,RAG,Skills,Mention only,computer vision grpc vector search langchain fine-tuning llms information retrieval llms pinecone faiss sentence transformers rag recommendation systems prompt engineering hugging face transformers
CAND_0003908,FAISS,Skills,Mention only,vector search hugging face transformers recommendation systems embeddings rag langchain sentence transformers pinecone fine-tuning llms faiss information retrieval prompt engineering
CAND_0003908,Pinecone,Skills,Mention only,css typescript azure vector search hugging face transformers recommendation systems embeddings rag langchain sentence transformers pinecone fine-tuning llms faiss information retrieval prompt engineering
CAND_0003908,Embeddings,Skills,Mention only,sigma microservices accounting photoshop spark css typescript azure vector search hugging face transformers recommendation systems embeddings rag langchain sentence transformers pinecone fine-tuning llms faiss information retrieval prompt engineering
CAND_0003908,RAG,Skills,Mention only,microservices accounting photoshop spark css typescript azure vector search hugging face transformers recommendation systems embeddings rag langchain sentence transformers pinecone fine-tuning llms faiss information retrieval prompt engineering
CAND_0003910,Milvus,Skills,Mention only,mongodb javascript milvus kafka fastapi rag salesforce crm
CAND_0003910,RAG,Skills,Mention only,mongodb javascript milvus kafka fastapi rag salesforce crm
CAND_0003912,BM25,Skills,Mention only,scrum excel redux databricks css apache flink python diffusion models dbt kubeflow kafka tailwind bm25 data science fastapi
CAND_0003923,Weaviate,Skills,Mention only,kubeflow css vue.js tts docker react weaviate yolo postgresql angular agile databricks sales scikit-learn
CAND_0003927,RAG,Skills,Mention only,illustrator seo kafka webpack aws excel qlora react apache beam rag figma go node.js data pipelines
CAND_0003937,Pinecone,Skills,Mention only,salesforce crm airflow snowflake agile opencv rust sales hugging face transformers embeddings rag pinecone llms sentence transformers fine-tuning llms
CAND_0003937,Embeddings,Skills,Mention only,salesforce crm airflow snowflake agile opencv rust sales hugging face transformers embeddings rag pinecone llms sentence transformers fine-tuning llms
CAND_0003937,RAG,Skills,Mention only,salesforce crm airflow snowflake agile opencv rust sales hugging face transformers embeddings rag pinecone llms sentence transformers fine-tuning llms
CAND_0003938,Pinecone,Skills,Mention only,excel seo opencv flask airflow computer vision databricks time series pinecone haystack photoshop salesforce crm spring boot
CAND_0003951,Qdrant,Skills,Mention only,apache flink redux react grpc angular mongodb object detection tally qdrant etl fastapi go
CAND_0003956,BM25,Skills,Mention only,django sap javascript flask graphql mlops asr scikit-learn bm25 mlflow redis agile
CAND_0003962,FAISS,Skills,Mention only,react excel next.js rust kubernetes hugging face transformers sentence transformers information retrieval pinecone vector search faiss llms
CAND_0003962,Pinecone,Skills,Mention only,rest apis css react excel next.js rust kubernetes hugging face transformers sentence transformers information retrieval pinecone vector search faiss llms
CAND_0003966,RAG,Skills,Mention only,spark prompt engineering react airflow salesforce crm go node.js rag spring boot mlops grpc tts css dbt
CAND_0003971,OpenSearch,Skills,Mention only,opensearch computer vision salesforce crm redux powerpoint mlflow databricks css graphql go
CAND_0003977,Elasticsearch,Career,Hands-on implementation,"mismatch between user queries and document terms. reported search-relevance improvement of 35% over the prior elasticsearch bm25 setup, validated through human relevance judgments. developed a semantic search feature for an"
CAND_0003977,Elasticsearch,Career,Hands-on implementation,"mismatch between user queries and document terms. reported search-relevance improvement of 35% over the prior elasticsearch bm25 setup, validated through human relevance judgments."
CAND_0003977,FAISS,Career,Academic/project only,"internal knowledge base of ~500k documents. used sentence-transformers (all-minilm-l6-v2 initially, later upgraded to bge-base) with faiss for fast nearest-neighbor retrieval. designed the query expansion module that handles vocabulary mismatch between"
CAND_0003977,FAISS,Career,Academic/project only,"internal knowledge base of ~500k documents. used sentence-transformers (all-minilm-l6-v2 initially, later upgraded to bge-base) with faiss for fast nearest-neighbor retrieval. designed the query expansion module that handles vocabulary mismatch between"
CAND_0003977,BM25,Career,Academic/project only,"between user queries and document terms. reported search-relevance improvement of 35% over the prior elasticsearch bm25 setup, validated through human relevance judgments. developed a semantic search feature for an internal"
CAND_0003977,BM25,Career,Hands-on implementation,"between user queries and document terms. reported search-relevance improvement of 35% over the prior elasticsearch bm25 setup, validated through human relevance judgments."
CAND_0003977,Embeddings,Skills,Future interest,learning to rank nlp node.js embeddings semantic search image classification pytorch cnn python prompt engineering object detection terraform machine learning
CAND_0003985,OpenSearch,Skills,Mention only,postgresql accounting opensearch cnn qdrant etl kafka snowflake powerpoint
CAND_0003985,Qdrant,Skills,Mention only,postgresql accounting opensearch cnn qdrant etl kafka snowflake powerpoint
CAND_0003988,OpenSearch,Skills,Mention only,next.js semantic search node.js graphql seo typescript sales opensearch
CAND_0003990,FAISS,Skills,Future interest,data science faiss redux pinecone pytorch image classification webpack peft reinforcement learning computer vision statistical modeling object
CAND_0003990,Pinecone,Skills,Future interest,data science faiss redux pinecone pytorch image classification webpack peft reinforcement learning computer vision statistical modeling object detection tts
CAND_0003996,Embeddings,Skills,Mention only,databricks flask tailwind javascript sales apache beam next.js embeddings yolo
CAND_0004001,Embeddings,Skills,Mention only,agile salesforce crm scrum apache flink redis hadoop ci/cd recommendation systems llms embeddings information retrieval semantic search sentence transformers vector search
CAND_0004005,FAISS,Skills,Mention only,object detection illustrator airflow spring boot project management photoshop node.js fastapi microservices information retrieval pinecone faiss recommendation systems vector search rag embeddings llms prompt engineering
CAND_0004005,Pinecone,Skills,Mention only,object detection illustrator airflow spring boot project management photoshop node.js fastapi microservices information retrieval pinecone faiss recommendation systems vector search rag embeddings llms prompt engineering
CAND_0004005,Embeddings,Skills,Mention only,project management photoshop node.js fastapi microservices information retrieval pinecone faiss recommendation systems vector search rag embeddings llms prompt engineering
CAND_0004005,RAG,Skills,Mention only,boot project management photoshop node.js fastapi microservices information retrieval pinecone faiss recommendation systems vector search rag embeddings llms prompt engineering
CAND_0004006,Embeddings,Skills,Mention only,agile apache flink kafka redux vue.js seo aws terraform langchain prompt engineering hugging face transformers embeddings semantic search rag sentence transformers
CAND_0004006,RAG,Skills,Mention only,kafka redux vue.js seo aws terraform langchain prompt engineering hugging face transformers embeddings semantic search rag sentence transformers
CAND_0004008,FAISS,Skills,Mention only,scrum graphql marketing snowflake bigquery aws asr rust prompt engineering information retrieval faiss embeddings hugging face transformers semantic search langchain rag llms recommendation systems
CAND_0004008,Embeddings,Skills,Mention only,scrum graphql marketing snowflake bigquery aws asr rust prompt engineering information retrieval faiss embeddings hugging face transformers semantic search langchain rag llms recommendation systems
CAND_0004008,RAG,Skills,Mention only,aws asr rust prompt engineering information retrieval faiss embeddings hugging face transformers semantic search langchain rag llms recommendation systems
CAND_0004012,Pinecone,Skills,Mention only,mongodb ci/cd docker gans statistical modeling django project management pinecone
CAND_0004018,Elasticsearch,Skills,Mention only,apis peft forecasting data pipelines sentence transformers pinecone apache beam illustrator excel aws time series elasticsearch tts mlflow azure react
CAND_0004018,Pinecone,Skills,Mention only,rest apis peft forecasting data pipelines sentence transformers pinecone apache beam illustrator excel aws time series elasticsearch tts mlflow azure react
CAND_0004043,BM25,Skills,Mention only,spring boot node.js computer vision agile grpc photoshop redux scrum next.js css six sigma figma bm25
CAND_0004047,Embeddings,Skills,Future interest,prompt engineering tts java sql embeddings pgvector asr bentoml learning to rank tally marketing diffusion models ci/cd terraform node.js kubeflow
CAND_0004048,BM25,Skills,Mention only,tally javascript sales bm25 snowflake etl content writing speech recognition
CAND_0004051,FAISS,Skills,Mention only,java forecasting figma scrum node.js gcp azure vector search langchain faiss hugging face transformers embeddings prompt engineering pinecone recommendation systems information retrieval sentence transformers rag
CAND_0004051,Pinecone,Skills,Mention only,figma scrum node.js gcp azure vector search langchain faiss hugging face transformers embeddings prompt engineering pinecone recommendation systems information retrieval sentence transformers rag fine-tuning llms
CAND_0004051,Embeddings,Skills,Mention only,java forecasting figma scrum node.js gcp azure vector search langchain faiss hugging face transformers embeddings prompt engineering pinecone recommendation systems information retrieval sentence transformers rag fine-tuning llms
CAND_0004051,RAG,Skills,Mention only,langchain faiss hugging face transformers embeddings prompt engineering pinecone recommendation systems information retrieval sentence transformers rag fine-tuning llms
CAND_0004054,BM25,Skills,Mention only,react salesforce crm figma nlp javascript tts gans statistical modeling grpc bigquery tally bm25 graphql spark
CAND_0004060,Elasticsearch,Skills,Mention only,flask salesforce crm elasticsearch image classification bigquery hadoop tailwind terraform speech recognition milvus scrum illustrator html
CAND_0004060,Milvus,Skills,Mention only,flask salesforce crm elasticsearch image classification bigquery hadoop tailwind terraform speech recognition milvus scrum illustrator html
CAND_0004073,Elasticsearch,Skills,Mention only,spark elasticsearch seo grpc project management sales react angular snowflake apache flink vue.js django
CAND_0004087,OpenSearch,Skills,Mention only,six sigma information retrieval javascript weaviate mlflow bentoml figma speech recognition recommendation systems opensearch yolo excel
CAND_0004087,Weaviate,Skills,Mention only,six sigma information retrieval javascript weaviate mlflow bentoml figma speech recognition recommendation systems opensearch yolo excel
CAND_0004098,Embeddings,Skills,Mention only,photoshop microservices rust computer vision next.js tailwind seo spark etl embeddings fine-tuning llms vector search langchain llms information retrieval hugging face transformers
CAND_0004105,Qdrant,Skills,Mention only,redux flask grpc tally django sales opencv rust yolo asr css qdrant qlora
CAND_0004108,OpenSearch,Skills,Future interest,diffusion models forecasting learning to rank data science opensearch django mongodb llms sentence transformers cnn redis opencv
CAND_0004112,Embeddings,Skills,Future interest,mlops weights & biases yolo gans data science deep learning lora asr agile embeddings vue.js pgvector feature engineering kubeflow
CAND_0004114,Elasticsearch,Skills,Future interest,learning data science diffusion models llms computer vision information retrieval peft rest apis sales tts elasticsearch html hadoop
CAND_0004123,FAISS,Skills,Mention only,sentence transformers hugging face transformers vector search recommendation systems rag fine-tuning llms semantic search embeddings faiss
CAND_0004123,Pinecone,Skills,Mention only,rest apis typescript docker tally photoshop databricks dbt postgresql sql time series spring boot pinecone langchain prompt engineering sentence transformers hugging face transformers vector search recommendation systems rag fine-tuning
CAND_0004123,Embeddings,Skills,Mention only,engineering sentence transformers hugging face transformers vector search recommendation systems rag fine-tuning llms semantic search embeddings faiss
CAND_0004123,RAG,Skills,Mention only,spring boot pinecone langchain prompt engineering sentence transformers hugging face transformers vector search recommendation systems rag fine-tuning llms semantic search embeddings faiss
CAND_0004128,Qdrant,Skills,Mention only,docker qdrant ci/cd databricks snowflake gans marketing graphql react content writing rest apis project management
CAND_0004131,Elasticsearch,Skills,Future interest,retrieval mlflow ci/cd langchain tts qlora pytorch yolo accounting pgvector deep learning diffusion models pinecone elasticsearch angular
CAND_0004131,Pinecone,Skills,Future interest,information retrieval mlflow ci/cd langchain tts qlora pytorch yolo accounting pgvector deep learning diffusion models pinecone elasticsearch angular
CAND_0004140,Pinecone,Skills,Future interest,machine learning data science rag speech recognition typescript sap bigquery recommendation systems pinecone node.js asr object detection flask
CAND_0004140,RAG,Skills,Future interest,machine learning data science rag speech recognition typescript sap bigquery recommendation systems pinecone node.js asr object detection flask
CAND_0004147,Embeddings,Skills,Mention only,embeddings powerpoint terraform six sigma scrum sql bentoml fastapi databricks
CAND_0004149,Elasticsearch,Skills,Mention only,elasticsearch gcp vue.js statistical modeling sales docker tensorflow sap go object detection excel illustrator
CAND_0004153,BM25,Skills,Mention only,ci/cd graphql content writing cnn sap pytorch typescript figma bm25
CAND_0004156,Qdrant,Skills,Mention only,databricks cnn asr rust angular hugging face transformers spring boot qdrant data pipelines bigquery
CAND_0004159,FAISS,Skills,Mention only,webpack data pipelines powerpoint fastapi go gcp java llms langchain sentence transformers rag faiss vector search semantic search prompt engineering hugging face transformers fine-tuning llms
CAND_0004159,RAG,Skills,Mention only,webpack data pipelines powerpoint fastapi go gcp java llms langchain sentence transformers rag faiss vector search semantic search prompt engineering hugging face transformers fine-tuning llms
CAND_0004162,FAISS,Skills,Mention only,kubeflow redis angular marketing flask html react object detection faiss sap project management asr airflow
CAND_0004167,Pinecone,Skills,Future interest,sales spring boot seo grpc flask bigquery content writing snowflake reinforcement learning microservices javascript embeddings pinecone prompt engineering vector search information retrieval recommendation systems llms langchain sentence transformers
CAND_0004167,Embeddings,Skills,Future interest,sales spring boot seo grpc flask bigquery content writing snowflake reinforcement learning microservices javascript embeddings pinecone prompt engineering vector search information retrieval recommendation systems llms langchain sentence transformers
CAND_0004183,FAISS,Skills,Mention only,content writing tailwind yolo fastapi sql embeddings information retrieval llms prompt engineering pinecone vector search faiss fine-tuning llms
CAND_0004183,Pinecone,Skills,Mention only,redis data pipelines content writing tailwind yolo fastapi sql embeddings information retrieval llms prompt engineering pinecone vector search faiss fine-tuning llms
CAND_0004183,Embeddings,Skills,Mention only,redis data pipelines content writing tailwind yolo fastapi sql embeddings information retrieval llms prompt engineering pinecone vector search faiss fine-tuning llms
CAND_0004184,Elasticsearch,Skills,Mention only,next.js webpack kubeflow elasticsearch asr salesforce crm computer vision bentoml airflow speech recognition marketing statistical modeling project management
CAND_0004193,FAISS,Skills,Mention only,management spring boot sentence transformers vector search hugging face transformers llms fine-tuning llms prompt engineering faiss semantic search embeddings pinecone
